STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ECM00084270,"LOJA LA ARGELIA, EC",8/17/11,0.02,63,70,55
ECM00084270,"LOJA LA ARGELIA, EC",8/18/11,0,65,74,52
ECM00084270,"LOJA LA ARGELIA, EC",8/19/11,,63,74,47
ECM00084270,"LOJA LA ARGELIA, EC",8/20/11,,65,76,51
ECM00084270,"LOJA LA ARGELIA, EC",8/21/11,0.12,66,74,55
ECM00084270,"LOJA LA ARGELIA, EC",8/22/11,0,64,74,58
ECM00084270,"LOJA LA ARGELIA, EC",8/24/11,,61,71,54
ECM00084270,"LOJA LA ARGELIA, EC",9/10/11,0.24,61,73,53
ECM00084270,"LOJA LA ARGELIA, EC",9/11/11,0.12,60,69,54
ECM00084270,"LOJA LA ARGELIA, EC",9/12/11,0,59,68,57
ECM00084270,"LOJA LA ARGELIA, EC",9/13/11,0.04,61,68,56
ECM00084270,"LOJA LA ARGELIA, EC",9/14/11,0,63,70,57
ECM00084270,"LOJA LA ARGELIA, EC",9/15/11,,62,70,57
ECM00084270,"LOJA LA ARGELIA, EC",9/16/11,,67,75,51
ECM00084270,"LOJA LA ARGELIA, EC",9/17/11,,62,75,54
ECM00084270,"LOJA LA ARGELIA, EC",9/18/11,,61,72,52
ECM00084270,"LOJA LA ARGELIA, EC",9/19/11,0.16,63,72,56
ECM00084270,"LOJA LA ARGELIA, EC",9/20/11,0.08,64,71,55
ECM00084270,"LOJA LA ARGELIA, EC",9/22/11,,62,73,57
ECM00084270,"LOJA LA ARGELIA, EC",9/23/11,,63,77,48
ECM00084270,"LOJA LA ARGELIA, EC",9/24/11,0.08,67,77,56
ECM00084270,"LOJA LA ARGELIA, EC",9/25/11,0.08,63,76,56
ECM00084270,"LOJA LA ARGELIA, EC",9/26/11,0,61,70,59
ECM00084270,"LOJA LA ARGELIA, EC",9/27/11,0.24,59,64,55
ECM00084270,"LOJA LA ARGELIA, EC",9/28/11,0.47,62,67,59
ECM00084270,"LOJA LA ARGELIA, EC",9/29/11,0.02,65,72,57
ECM00084270,"LOJA LA ARGELIA, EC",9/30/11,0,63,72,57
ECM00084270,"LOJA LA ARGELIA, EC",10/1/11,0.39,64,75,58
ECM00084270,"LOJA LA ARGELIA, EC",10/2/11,0,62,75,56
ECM00084270,"LOJA LA ARGELIA, EC",10/3/11,0.04,65,77,54
ECM00084270,"LOJA LA ARGELIA, EC",10/4/11,1.18,64,77,57
ECM00084270,"LOJA LA ARGELIA, EC",10/5/11,0.87,66,76,56
ECM00084270,"LOJA LA ARGELIA, EC",10/6/11,0.2,63,76,56
ECM00084270,"LOJA LA ARGELIA, EC",10/7/11,0.2,64,73,55
ECM00084270,"LOJA LA ARGELIA, EC",10/8/11,0,65,74,56
ECM00084270,"LOJA LA ARGELIA, EC",10/9/11,0.08,65,74,57
ECM00084270,"LOJA LA ARGELIA, EC",10/10/11,0.08,65,74,53
ECM00084270,"LOJA LA ARGELIA, EC",10/11/11,0,66,78,57
ECM00084270,"LOJA LA ARGELIA, EC",10/12/11,,65,78,57
ECM00084270,"LOJA LA ARGELIA, EC",10/13/11,,65,74,56
ECM00084270,"LOJA LA ARGELIA, EC",10/17/11,,59,70,41
ECM00084270,"LOJA LA ARGELIA, EC",10/18/11,,63,,44
ECM00084270,"LOJA LA ARGELIA, EC",10/21/11,,63,75,40
ECM00084270,"LOJA LA ARGELIA, EC",10/22/11,,63,75,42
ECM00084270,"LOJA LA ARGELIA, EC",10/23/11,,59,77,45
ECM00084270,"LOJA LA ARGELIA, EC",10/24/11,0.03,63,77,55
ECM00084270,"LOJA LA ARGELIA, EC",10/25/11,0,62,,45
ECM00084270,"LOJA LA ARGELIA, EC",10/26/11,,64,76,52
ECM00084270,"LOJA LA ARGELIA, EC",10/27/11,0.35,63,74,54
ECM00084270,"LOJA LA ARGELIA, EC",10/29/11,0.04,63,,55
ECM00084270,"LOJA LA ARGELIA, EC",10/30/11,0.01,64,73,51
ECM00084270,"LOJA LA ARGELIA, EC",10/31/11,0,63,73,55
ECM00084270,"LOJA LA ARGELIA, EC",11/1/11,,66,75,53
ECM00084270,"LOJA LA ARGELIA, EC",11/2/11,,64,74,57
ECM00084270,"LOJA LA ARGELIA, EC",11/3/11,,63,74,57
ECM00084270,"LOJA LA ARGELIA, EC",11/4/11,,65,73,55
ECM00084270,"LOJA LA ARGELIA, EC",11/9/11,1.02,64,73,56
ECM00084270,"LOJA LA ARGELIA, EC",11/10/11,0.79,63,73,55
ECM00084270,"LOJA LA ARGELIA, EC",11/11/11,0.12,63,72,55
ECM00084270,"LOJA LA ARGELIA, EC",11/12/11,0.16,62,72,54
ECM00084270,"LOJA LA ARGELIA, EC",11/14/11,0.02,63,72,56
ECM00084270,"LOJA LA ARGELIA, EC",11/16/11,0.04,66,,54
ECM00084270,"LOJA LA ARGELIA, EC",11/19/11,,62,74,45
ECM00084270,"LOJA LA ARGELIA, EC",11/20/11,,64,76,44
ECM00084270,"LOJA LA ARGELIA, EC",11/22/11,,62,76,42
ECM00084270,"LOJA LA ARGELIA, EC",11/27/11,,64,79,55
ECM00084270,"LOJA LA ARGELIA, EC",11/28/11,0.43,61,74,54
ECM00084270,"LOJA LA ARGELIA, EC",11/29/11,0.87,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",11/30/11,0.16,66,76,54
ECM00084270,"LOJA LA ARGELIA, EC",12/1/11,0,65,74,57
ECM00084270,"LOJA LA ARGELIA, EC",12/2/11,,65,76,53
ECM00084270,"LOJA LA ARGELIA, EC",12/3/11,,62,76,51
ECM00084270,"LOJA LA ARGELIA, EC",12/4/11,0.35,61,73,53
ECM00084270,"LOJA LA ARGELIA, EC",12/5/11,0,64,72,54
ECM00084270,"LOJA LA ARGELIA, EC",12/6/11,,62,72,54
ECM00084270,"LOJA LA ARGELIA, EC",12/7/11,0.03,63,72,52
ECM00084270,"LOJA LA ARGELIA, EC",12/8/11,0.63,63,74,56
ECM00084270,"LOJA LA ARGELIA, EC",12/9/11,0.28,62,74,55
ECM00084270,"LOJA LA ARGELIA, EC",12/10/11,0,66,74,
ECM00084270,"LOJA LA ARGELIA, EC",12/11/11,0.12,64,77,52
ECM00084270,"LOJA LA ARGELIA, EC",12/12/11,0.04,61,77,56
ECM00084270,"LOJA LA ARGELIA, EC",12/13/11,0.71,63,73,55
ECM00084270,"LOJA LA ARGELIA, EC",12/14/11,0.91,63,73,55
ECM00084270,"LOJA LA ARGELIA, EC",12/15/11,0.24,63,71,56
ECM00084270,"LOJA LA ARGELIA, EC",12/17/11,,66,72,
ECM00084270,"LOJA LA ARGELIA, EC",12/18/11,,63,74,55
ECM00084270,"LOJA LA ARGELIA, EC",12/19/11,0.24,62,74,56
ECM00084270,"LOJA LA ARGELIA, EC",12/20/11,1.06,61,70,55
ECM00084270,"LOJA LA ARGELIA, EC",12/21/11,0.28,60,67,55
ECM00084270,"LOJA LA ARGELIA, EC",1/4/12,0.28,64,71,54
ECM00084270,"LOJA LA ARGELIA, EC",1/5/12,0,63,75,53
ECM00084270,"LOJA LA ARGELIA, EC",1/6/12,0.35,64,75,55
ECM00084270,"LOJA LA ARGELIA, EC",1/7/12,0.28,63,73,53
ECM00084270,"LOJA LA ARGELIA, EC",1/8/12,0.24,64,73,55
ECM00084270,"LOJA LA ARGELIA, EC",1/10/12,,64,,50
ECM00084270,"LOJA LA ARGELIA, EC",1/11/12,0.01,65,76,55
ECM00084270,"LOJA LA ARGELIA, EC",1/12/12,0.35,63,74,57
ECM00084270,"LOJA LA ARGELIA, EC",1/13/12,0.03,63,69,57
ECM00084270,"LOJA LA ARGELIA, EC",1/14/12,0,63,70,57
ECM00084270,"LOJA LA ARGELIA, EC",1/15/12,0.31,62,70,58
ECM00084270,"LOJA LA ARGELIA, EC",1/16/12,0,63,69,55
ECM00084270,"LOJA LA ARGELIA, EC",1/17/12,0.12,63,72,55
ECM00084270,"LOJA LA ARGELIA, EC",1/18/12,0.16,63,74,52
ECM00084270,"LOJA LA ARGELIA, EC",1/19/12,0.04,63,74,55
ECM00084270,"LOJA LA ARGELIA, EC",1/20/12,0.08,61,74,55
ECM00084270,"LOJA LA ARGELIA, EC",1/21/12,0.94,63,75,54
ECM00084270,"LOJA LA ARGELIA, EC",1/22/12,0.2,63,75,56
ECM00084270,"LOJA LA ARGELIA, EC",1/23/12,0.39,63,74,55
ECM00084270,"LOJA LA ARGELIA, EC",1/24/12,0,62,74,50
ECM00084270,"LOJA LA ARGELIA, EC",1/25/12,0.47,59,72,53
ECM00084270,"LOJA LA ARGELIA, EC",1/26/12,0.16,61,,55
ECM00084270,"LOJA LA ARGELIA, EC",1/29/12,,61,67,54
ECM00084270,"LOJA LA ARGELIA, EC",1/30/12,0.12,62,71,54
ECM00084270,"LOJA LA ARGELIA, EC",1/31/12,0.02,63,74,55
ECM00084270,"LOJA LA ARGELIA, EC",2/1/12,0.12,64,74,55
ECM00084270,"LOJA LA ARGELIA, EC",2/2/12,0.24,63,69,56
ECM00084270,"LOJA LA ARGELIA, EC",2/3/12,0.16,62,69,57
ECM00084270,"LOJA LA ARGELIA, EC",2/4/12,0.16,60,66,56
ECM00084270,"LOJA LA ARGELIA, EC",2/5/12,0.39,60,66,56
ECM00084270,"LOJA LA ARGELIA, EC",2/6/12,0.31,62,69,55
ECM00084270,"LOJA LA ARGELIA, EC",2/7/12,0.12,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",2/8/12,0,62,72,55
ECM00084270,"LOJA LA ARGELIA, EC",2/9/12,0.28,65,74,54
ECM00084270,"LOJA LA ARGELIA, EC",2/10/12,0,63,74,52
ECM00084270,"LOJA LA ARGELIA, EC",2/11/12,0.03,61,70,56
ECM00084270,"LOJA LA ARGELIA, EC",2/12/12,0.16,63,70,54
ECM00084270,"LOJA LA ARGELIA, EC",2/13/12,0,63,73,54
ECM00084270,"LOJA LA ARGELIA, EC",2/14/12,0.12,63,73,53
ECM00084270,"LOJA LA ARGELIA, EC",2/15/12,0.04,62,70,51
ECM00084270,"LOJA LA ARGELIA, EC",2/16/12,0.94,62,72,55
ECM00084270,"LOJA LA ARGELIA, EC",2/17/12,0.39,63,73,54
ECM00084270,"LOJA LA ARGELIA, EC",2/18/12,0.55,61,73,55
ECM00084270,"LOJA LA ARGELIA, EC",2/19/12,0.24,60,69,54
ECM00084270,"LOJA LA ARGELIA, EC",2/20/12,0.16,62,74,52
ECM00084270,"LOJA LA ARGELIA, EC",2/21/12,0,63,74,51
ECM00084270,"LOJA LA ARGELIA, EC",2/22/12,,62,74,55
ECM00084270,"LOJA LA ARGELIA, EC",2/23/12,,62,72,54
ECM00084270,"LOJA LA ARGELIA, EC",2/24/12,0,61,69,55
ECM00084270,"LOJA LA ARGELIA, EC",2/25/12,0.02,62,72,48
ECM00084270,"LOJA LA ARGELIA, EC",2/26/12,0.67,63,72,55
ECM00084270,"LOJA LA ARGELIA, EC",2/27/12,0.71,60,72,54
ECM00084270,"LOJA LA ARGELIA, EC",2/28/12,1.1,62,71,55
ECM00084270,"LOJA LA ARGELIA, EC",2/29/12,1.1,65,74,54
ECM00084270,"LOJA LA ARGELIA, EC",3/1/12,0.12,61,74,55
ECM00084270,"LOJA LA ARGELIA, EC",3/2/12,0,60,69,57
ECM00084270,"LOJA LA ARGELIA, EC",3/3/12,0.08,60,65,55
ECM00084270,"LOJA LA ARGELIA, EC",3/4/12,0.2,60,67,55
ECM00084270,"LOJA LA ARGELIA, EC",3/5/12,0.08,62,,56
ECM00084270,"LOJA LA ARGELIA, EC",3/6/12,0,64,72,53
ECM00084270,"LOJA LA ARGELIA, EC",3/7/12,,62,72,55
ECM00084270,"LOJA LA ARGELIA, EC",3/8/12,0.03,61,68,57
ECM00084270,"LOJA LA ARGELIA, EC",3/9/12,0,61,67,58
ECM00084270,"LOJA LA ARGELIA, EC",3/10/12,0.02,63,70,60
ECM00084270,"LOJA LA ARGELIA, EC",3/11/12,0.08,62,71,57
ECM00084270,"LOJA LA ARGELIA, EC",3/12/12,0.02,63,70,56
ECM00084270,"LOJA LA ARGELIA, EC",3/13/12,0.04,63,70,57
ECM00084270,"LOJA LA ARGELIA, EC",3/14/12,0.12,63,70,56
ECM00084270,"LOJA LA ARGELIA, EC",3/15/12,0.04,62,70,56
ECM00084270,"LOJA LA ARGELIA, EC",3/16/12,0.12,63,70,56
ECM00084270,"LOJA LA ARGELIA, EC",3/17/12,0.08,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",3/18/12,0,62,,51
ECM00084270,"LOJA LA ARGELIA, EC",3/19/12,0.02,61,77,56
ECM00084270,"LOJA LA ARGELIA, EC",3/20/12,0.24,62,70,55
ECM00084270,"LOJA LA ARGELIA, EC",3/21/12,0.31,63,71,56
ECM00084270,"LOJA LA ARGELIA, EC",3/22/12,0.02,62,71,56
ECM00084270,"LOJA LA ARGELIA, EC",3/23/12,0.02,64,77,48
ECM00084270,"LOJA LA ARGELIA, EC",3/24/12,0.28,65,77,56
ECM00084270,"LOJA LA ARGELIA, EC",3/25/12,0.12,65,77,58
ECM00084270,"LOJA LA ARGELIA, EC",3/26/12,0,66,77,53
ECM00084270,"LOJA LA ARGELIA, EC",3/27/12,,64,77,55
ECM00084270,"LOJA LA ARGELIA, EC",3/28/12,0,64,75,54
ECM00084270,"LOJA LA ARGELIA, EC",3/29/12,0.24,63,74,57
ECM00084270,"LOJA LA ARGELIA, EC",3/30/12,0.01,61,69,58
ECM00084270,"LOJA LA ARGELIA, EC",3/31/12,0.02,62,70,57
ECM00084270,"LOJA LA ARGELIA, EC",4/1/12,0.16,63,70,55
ECM00084270,"LOJA LA ARGELIA, EC",4/2/12,0.16,62,69,55
ECM00084270,"LOJA LA ARGELIA, EC",4/3/12,0.2,62,69,55
ECM00084270,"LOJA LA ARGELIA, EC",4/4/12,0.04,61,69,51
ECM00084270,"LOJA LA ARGELIA, EC",4/5/12,0.2,62,75,55
ECM00084270,"LOJA LA ARGELIA, EC",4/6/12,0.08,65,75,51
ECM00084270,"LOJA LA ARGELIA, EC",4/7/12,0.04,66,78,52
ECM00084270,"LOJA LA ARGELIA, EC",4/8/12,0.55,61,78,56
ECM00084270,"LOJA LA ARGELIA, EC",4/9/12,0.2,64,,56
ECM00084270,"LOJA LA ARGELIA, EC",4/10/12,0.31,62,73,55
ECM00084270,"LOJA LA ARGELIA, EC",4/11/12,0,63,72,48
ECM00084270,"LOJA LA ARGELIA, EC",4/12/12,0,65,74,52
ECM00084270,"LOJA LA ARGELIA, EC",4/13/12,0.02,65,74,55
ECM00084270,"LOJA LA ARGELIA, EC",4/14/12,0,64,,50
ECM00084270,"LOJA LA ARGELIA, EC",4/15/12,,65,77,51
ECM00084270,"LOJA LA ARGELIA, EC",4/16/12,,62,77,51
ECM00084270,"LOJA LA ARGELIA, EC",4/17/12,,63,76,53
ECM00084270,"LOJA LA ARGELIA, EC",4/18/12,0.04,65,76,55
ECM00084270,"LOJA LA ARGELIA, EC",4/19/12,0.35,64,76,55
ECM00084270,"LOJA LA ARGELIA, EC",4/20/12,0.28,63,73,55
ECM00084270,"LOJA LA ARGELIA, EC",4/21/12,0,63,73,48
ECM00084270,"LOJA LA ARGELIA, EC",4/22/12,,61,74,51
ECM00084270,"LOJA LA ARGELIA, EC",4/24/12,,63,72,50
ECM00084270,"LOJA LA ARGELIA, EC",4/25/12,,65,72,
ECM00084270,"LOJA LA ARGELIA, EC",4/26/12,,64,74,49
ECM00084270,"LOJA LA ARGELIA, EC",4/27/12,,63,74,53
ECM00084270,"LOJA LA ARGELIA, EC",4/28/12,0.12,66,75,50
ECM00084270,"LOJA LA ARGELIA, EC",4/29/12,0.31,63,75,56
ECM00084270,"LOJA LA ARGELIA, EC",4/30/12,0.39,65,73,52
ECM00084270,"LOJA LA ARGELIA, EC",5/1/12,0.24,62,73,54
ECM00084270,"LOJA LA ARGELIA, EC",5/2/12,0.16,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",5/4/12,,64,70,58
ECM00084270,"LOJA LA ARGELIA, EC",5/5/12,,61,73,45
ECM00084270,"LOJA LA ARGELIA, EC",5/6/12,0.28,62,73,55
ECM00084270,"LOJA LA ARGELIA, EC",5/7/12,0.04,62,69,56
ECM00084270,"LOJA LA ARGELIA, EC",5/8/12,0.02,62,69,56
ECM00084270,"LOJA LA ARGELIA, EC",5/9/12,0.03,62,71,55
ECM00084270,"LOJA LA ARGELIA, EC",5/10/12,0,65,74,55
ECM00084270,"LOJA LA ARGELIA, EC",5/11/12,,62,74,49
ECM00084270,"LOJA LA ARGELIA, EC",5/12/12,0.03,64,74,54
ECM00084270,"LOJA LA ARGELIA, EC",5/13/12,0,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",5/14/12,0.08,63,72,56
ECM00084270,"LOJA LA ARGELIA, EC",5/16/12,0.35,61,68,56
ECM00084270,"LOJA LA ARGELIA, EC",5/17/12,0.24,62,69,56
ECM00084270,"LOJA LA ARGELIA, EC",5/18/12,0.03,63,71,54
ECM00084270,"LOJA LA ARGELIA, EC",5/19/12,0,63,73,56
ECM00084270,"LOJA LA ARGELIA, EC",5/20/12,0.16,62,73,50
ECM00084270,"LOJA LA ARGELIA, EC",5/22/12,0.04,62,,56
ECM00084270,"LOJA LA ARGELIA, EC",5/23/12,0.01,64,71,56
ECM00084270,"LOJA LA ARGELIA, EC",5/24/12,0,62,71,58
ECM00084270,"LOJA LA ARGELIA, EC",5/25/12,,64,72,55
ECM00084270,"LOJA LA ARGELIA, EC",5/26/12,0.01,64,73,57
ECM00084270,"LOJA LA ARGELIA, EC",5/27/12,0.2,61,68,57
ECM00084270,"LOJA LA ARGELIA, EC",5/29/12,0.35,60,64,57
ECM00084270,"LOJA LA ARGELIA, EC",5/30/12,0.08,62,68,56
ECM00084270,"LOJA LA ARGELIA, EC",5/31/12,0,62,68,58
ECM00084270,"LOJA LA ARGELIA, EC",6/1/12,0.24,61,73,54
ECM00084270,"LOJA LA ARGELIA, EC",6/2/12,0.16,60,65,56
ECM00084270,"LOJA LA ARGELIA, EC",6/3/12,0.08,62,,56
ECM00084270,"LOJA LA ARGELIA, EC",6/4/12,0,62,72,46
ECM00084270,"LOJA LA ARGELIA, EC",6/5/12,,64,73,51
ECM00084270,"LOJA LA ARGELIA, EC",6/6/12,0.02,64,73,58
ECM00084270,"LOJA LA ARGELIA, EC",6/7/12,0,62,71,60
ECM00084270,"LOJA LA ARGELIA, EC",6/8/12,,63,69,59
ECM00084270,"LOJA LA ARGELIA, EC",6/9/12,,63,69,58
ECM00084270,"LOJA LA ARGELIA, EC",6/10/12,,63,68,58
ECM00084270,"LOJA LA ARGELIA, EC",6/11/12,,64,69,54
ECM00084270,"LOJA LA ARGELIA, EC",6/12/12,,65,72,50
ECM00084270,"LOJA LA ARGELIA, EC",6/13/12,,64,72,50
ECM00084270,"LOJA LA ARGELIA, EC",6/14/12,,62,71,57
ECM00084270,"LOJA LA ARGELIA, EC",6/15/12,0,62,71,57
ECM00084270,"LOJA LA ARGELIA, EC",6/16/12,,64,74,51
ECM00084270,"LOJA LA ARGELIA, EC",6/17/12,,65,74,49
ECM00084270,"LOJA LA ARGELIA, EC",6/18/12,,65,73,56
ECM00084270,"LOJA LA ARGELIA, EC",6/19/12,0.01,64,73,56
ECM00084270,"LOJA LA ARGELIA, EC",6/20/12,0,64,72,52
ECM00084270,"LOJA LA ARGELIA, EC",6/21/12,,62,72,49
ECM00084270,"LOJA LA ARGELIA, EC",6/22/12,,60,71,57
ECM00084270,"LOJA LA ARGELIA, EC",6/23/12,0.51,58,66,54
ECM00084270,"LOJA LA ARGELIA, EC",6/24/12,0.83,57,62,53
ECM00084270,"LOJA LA ARGELIA, EC",6/25/12,0.47,58,64,53
ECM00084270,"LOJA LA ARGELIA, EC",6/26/12,0.51,58,64,53
ECM00084270,"LOJA LA ARGELIA, EC",6/27/12,0.24,59,64,
ECM00084270,"LOJA LA ARGELIA, EC",6/28/12,0.08,59,64,55
ECM00084270,"LOJA LA ARGELIA, EC",6/29/12,0.24,59,65,53
ECM00084270,"LOJA LA ARGELIA, EC",6/30/12,0.02,61,67,52
ECM00084270,"LOJA LA ARGELIA, EC",7/1/12,0,59,65,
ECM00084270,"LOJA LA ARGELIA, EC",7/2/12,0.01,60,67,56
ECM00084270,"LOJA LA ARGELIA, EC",7/3/12,0.02,61,67,57
ECM00084270,"LOJA LA ARGELIA, EC",7/4/12,0,60,67,54
ECM00084270,"LOJA LA ARGELIA, EC",7/5/12,0.04,58,67,53
ECM00084270,"LOJA LA ARGELIA, EC",7/6/12,0,60,66,53
ECM00084270,"LOJA LA ARGELIA, EC",7/7/12,,62,67,57
ECM00084270,"LOJA LA ARGELIA, EC",7/8/12,0,61,67,56
ECM00084270,"LOJA LA ARGELIA, EC",7/9/12,0.02,62,67,57
ECM00084270,"LOJA LA ARGELIA, EC",7/10/12,0,62,67,57
ECM00084270,"LOJA LA ARGELIA, EC",7/11/12,,65,73,48
ECM00084270,"LOJA LA ARGELIA, EC",7/12/12,,65,77,45
ECM00084270,"LOJA LA ARGELIA, EC",7/13/12,,63,77,51
ECM00084270,"LOJA LA ARGELIA, EC",7/14/12,,62,71,55
ECM00084270,"LOJA LA ARGELIA, EC",7/15/12,,61,68,57
ECM00084270,"LOJA LA ARGELIA, EC",7/16/12,,63,71,57
ECM00084270,"LOJA LA ARGELIA, EC",7/17/12,,62,71,57
ECM00084270,"LOJA LA ARGELIA, EC",7/18/12,0.16,60,67,56
ECM00084270,"LOJA LA ARGELIA, EC",7/19/12,0.04,59,65,54
ECM00084270,"LOJA LA ARGELIA, EC",7/20/12,0,62,70,54
ECM00084270,"LOJA LA ARGELIA, EC",7/21/12,,63,70,48
ECM00084270,"LOJA LA ARGELIA, EC",7/22/12,,61,70,58
ECM00084270,"LOJA LA ARGELIA, EC",7/23/12,0,58,62,57
ECM00084270,"LOJA LA ARGELIA, EC",7/24/12,0.08,61,66,57
ECM00084270,"LOJA LA ARGELIA, EC",7/25/12,0,61,67,57
ECM00084270,"LOJA LA ARGELIA, EC",7/26/12,0,60,68,55
ECM00084270,"LOJA LA ARGELIA, EC",7/27/12,0,61,68,58
ECM00084270,"LOJA LA ARGELIA, EC",7/28/12,0.04,61,66,58
ECM00084270,"LOJA LA ARGELIA, EC",7/29/12,0.12,62,68,55
ECM00084270,"LOJA LA ARGELIA, EC",7/30/12,0.04,62,68,56
ECM00084270,"LOJA LA ARGELIA, EC",7/31/12,0,60,69,58
ECM00084270,"LOJA LA ARGELIA, EC",8/1/12,0,62,69,57
ECM00084270,"LOJA LA ARGELIA, EC",8/2/12,,63,72,46
ECM00084270,"LOJA LA ARGELIA, EC",8/3/12,,66,77,47
ECM00084270,"LOJA LA ARGELIA, EC",8/4/12,,65,77,48
ECM00084270,"LOJA LA ARGELIA, EC",8/5/12,,65,74,59
ECM00084270,"LOJA LA ARGELIA, EC",8/7/12,0.02,64,71,56
ECM00084270,"LOJA LA ARGELIA, EC",8/8/12,0,64,71,57
ECM00084270,"LOJA LA ARGELIA, EC",8/9/12,,65,70,
ECM00084270,"LOJA LA ARGELIA, EC",8/11/12,,63,72,55
ECM00084270,"LOJA LA ARGELIA, EC",8/12/12,,65,74,58
ECM00084270,"LOJA LA ARGELIA, EC",8/13/12,,64,74,56
ECM00084270,"LOJA LA ARGELIA, EC",8/14/12,,60,69,56
ECM00084270,"LOJA LA ARGELIA, EC",8/15/12,0.04,59,66,
ECM00084270,"LOJA LA ARGELIA, EC",8/16/12,0.16,62,69,57
ECM00084270,"LOJA LA ARGELIA, EC",8/17/12,0.12,61,69,51
ECM00084270,"LOJA LA ARGELIA, EC",8/18/12,0.02,61,69,55
ECM00084270,"LOJA LA ARGELIA, EC",8/19/12,0.04,62,69,56
ECM00084270,"LOJA LA ARGELIA, EC",8/20/12,0,63,69,56
ECM00084270,"LOJA LA ARGELIA, EC",8/21/12,,62,71,56
ECM00084270,"LOJA LA ARGELIA, EC",8/22/12,0.01,64,72,59
ECM00084270,"LOJA LA ARGELIA, EC",8/23/12,0,61,72,
ECM00084270,"LOJA LA ARGELIA, EC",8/25/12,0.08,63,72,58
ECM00084270,"LOJA LA ARGELIA, EC",8/26/12,0.04,59,68,57
ECM00084270,"LOJA LA ARGELIA, EC",8/27/12,0.01,59,63,56
ECM00084270,"LOJA LA ARGELIA, EC",8/28/12,0.43,56,63,56
ECM00084270,"LOJA LA ARGELIA, EC",8/29/12,0.24,58,60,55
ECM00084270,"LOJA LA ARGELIA, EC",8/30/12,0.02,59,63,56
ECM00084270,"LOJA LA ARGELIA, EC",8/31/12,0,62,68,56
ECM00084270,"LOJA LA ARGELIA, EC",9/1/12,0,60,69,57
ECM00084270,"LOJA LA ARGELIA, EC",9/2/12,,61,69,58
ECM00084270,"LOJA LA ARGELIA, EC",9/3/12,,61,69,59
ECM00084270,"LOJA LA ARGELIA, EC",9/4/12,0,59,64,57
ECM00084270,"LOJA LA ARGELIA, EC",9/5/12,0.01,61,64,56
ECM00084270,"LOJA LA ARGELIA, EC",9/6/12,0,62,67,58
ECM00084270,"LOJA LA ARGELIA, EC",9/7/12,,65,71,59
ECM00084270,"LOJA LA ARGELIA, EC",9/8/12,,64,71,59
ECM00084270,"LOJA LA ARGELIA, EC",9/9/12,0.03,62,71,57
