STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
787620,99999, 20070221,   74.2,24,   55.3,24, 9999.9, 0, 9999.9, 0,   6.8,24,  12.8,24,  15.9,  27.0,   86.0*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070222,   74.4,24,   54.5,24, 9999.9, 0, 9999.9, 0,   6.3,24,  14.4,23,  22.9,  35.9,   86.0*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070223,   74.0,24,   55.9,24, 9999.9, 0, 9999.9, 0,   6.5,24,  14.1,24,  19.0, 999.9,   84.2*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070224,   73.2,23,   55.5,23, 9999.9, 0, 9999.9, 0,   6.7,23,  11.1,23,  15.0,  25.1,   84.2*,  64.4*, 0.00I,999.9, 000000,
787620,99999, 20070225,   74.6,24,   58.6,24, 9999.9, 0, 9999.9, 0,   7.0,24,   9.2,24,  13.0, 999.9,   87.8*,  62.6*, 0.00I,999.9, 000000,
787620,99999, 20070226,   75.7,24,   57.8,24, 9999.9, 0, 9999.9, 0,   6.8,24,   9.1,24,  14.0, 999.9,   86.0*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070227,   77.3,24,   60.4,24, 9999.9, 0, 9999.9, 0,   7.0,24,   9.3,24,  15.0,  23.9,   87.8*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070228,   75.8,16,   62.1,16, 9999.9, 0, 9999.9, 0,   6.5,16,   6.3,16,  14.0, 999.9,   89.6*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070301,   77.1,15,   62.1,15, 9999.9, 0, 9999.9, 0,   7.0,15,  11.3,15,  16.9,  23.9,   86.0*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070302,   76.8,17,   61.5,17, 1005.7, 4,  905.5, 4,   8.2,17,   9.6,17,  13.0, 999.9,   88.0 ,  66.2 , 0.00I,999.9, 000000,
787620,99999, 20070303,   77.3,20,   61.0,20, 9999.9, 0, 9999.9, 0,   7.5,20,  10.5,20,  15.9,  22.0,   88.5 ,  66.9 , 0.00I,999.9, 000000,
787620,99999, 20070304,   76.0,21,   58.6,21, 9999.9, 0,  908.0, 5,   8.5,21,  12.1,21,  18.1,  32.1,   87.6 ,  66.2 , 0.00I,999.9, 000000,
787620,99999, 20070305,   73.7,17,   54.4,17, 9999.9, 0, 9999.9, 0,   7.3,16,  17.0,17,  25.1,  28.9,   86.5 ,  66.2 , 0.00I,999.9, 000000,
787620,99999, 20070306,   73.9,21,   54.4,21, 9999.9, 0, 9999.9, 0,   7.5,21,  16.6,21,  20.0,  34.0,   84.2*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070307,   74.3,24,   56.8,24, 9999.9, 0, 9999.9, 0,   7.2,24,  15.1,24,  19.0, 999.9,   87.1 ,  65.7 , 0.00I,999.9, 000000,
787620,99999, 20070308,   74.2,23,   59.5,23, 9999.9, 0, 9999.9, 0,   7.6,23,  11.6,23,  16.9,  27.0,   86.0*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070309,   73.6,24,   55.6,24, 1010.3, 6,  909.2, 6,   8.4,24,  10.2,24,  18.1,  33.0,   86.4 ,  63.1 , 0.00I,999.9, 000000,
787620,99999, 20070310,   74.1,24,   59.6,24, 9999.9, 0, 9999.9, 0,   7.0,24,  12.1,24,  15.9, 999.9,   84.6 ,  63.1 , 0.00I,999.9, 000000,
787620,99999, 20070311,   75.2,23,   61.7,23, 9999.9, 0, 9999.9, 0,   7.1,23,  13.8,23,  18.1,  29.9,   84.2*,  71.6*, 0.00I,999.9, 000000,
787620,99999, 20070312,   76.5,23,   60.3,23, 9999.9, 0, 9999.9, 0,   7.3,23,  13.6,23,  20.0, 999.9,   86.2 ,  68.4 , 0.00I,999.9, 000000,
787620,99999, 20070313,   75.7,24,   58.5,24, 9999.9, 0, 9999.9, 0,   7.7,24,  14.0,24,  18.1,  29.9,   87.4 ,  68.4 , 0.00I,999.9, 000000,
787620,99999, 20070314,   74.8,24,   55.1,24, 1011.2, 7,  910.2, 7,   8.5,24,  11.3,24,  15.9,  29.9,   87.8*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070315,   75.1,24,   59.5,24, 9999.9, 0, 9999.9, 0,   7.2,23,   8.9,24,  14.0, 999.9,   88.0 ,  66.4 ,99.99 ,999.9, 010010,
787620,99999, 20070316,   74.0,23,   62.5,23, 9999.9, 0, 9999.9, 0,   7.7,23,   6.9,23,  12.0, 999.9,   89.8 ,  66.0 ,99.99 ,999.9, 010000,
787620,99999, 20070317,   72.2,24,   61.2,24, 9999.9, 0, 9999.9, 0,   6.8,24,   5.8,22,  12.0, 999.9,   89.8 ,  59.4 , 0.11G,999.9, 010000,
787620,99999, 20070318,   74.3,20,   59.1,19, 9999.9, 0, 9999.9, 0,   7.2,20,  14.3,20,  18.1,  28.0,   84.2*,  68.0*, 0.00G,999.9, 010000,
787620,99999, 20070319,   74.0,21,   61.4,21, 1011.2, 5,  909.7, 5,   8.1,21,  14.2,21,  20.0,  36.9,   86.4 ,  68.0 , 0.00I,999.9, 000000,
787620,99999, 20070320,   75.4,23,   57.5,23, 1010.7, 6,  909.8, 6,   8.4,23,  16.5,23,  20.0,  27.0,   86.0*,  68.7*, 0.00I,999.9, 000000,
787620,99999, 20070321,   74.7,23,   57.9,23, 1009.6, 5,  908.8, 5,   8.1,23,  15.4,23,  18.1,  33.0,   86.2 ,  67.1 , 0.00I,999.9, 000000,
787620,99999, 20070322,   74.3,24,   57.6,24, 1010.0, 6,  908.5, 6,   8.3,24,  12.3,24,  18.1, 999.9,   86.0 ,  63.1 , 0.00I,999.9, 000000,
787620,99999, 20070323,   74.6,24,   58.3,24, 1008.5, 8,  907.6, 8,   8.4,24,  11.7,24,  18.1,  21.0,   87.8*,  68.0*, 0.00I,999.9, 000000,
787620,99999, 20070324,   75.2,24,   59.6,24, 1010.0, 8,  908.6, 8,   8.7,24,  10.2,24,  16.9,  29.9,   89.6 ,  66.4 , 0.00I,999.9, 000000,
787620,99999, 20070325,   74.2,24,   60.4,24, 1009.8, 6,  908.8, 6,   8.3,24,  12.7,24,  18.1,  28.0,   86.5 ,  66.4 , 0.00I,999.9, 000000,
787620,99999, 20070326,   74.8,22,   57.3,22, 9999.9, 0,  908.4, 4,   8.0,22,  10.4,22,  15.9,  29.9,   87.8*,  66.0*, 0.00I,999.9, 000000,
787620,99999, 20070327,   74.6,24,   59.9,24, 1009.2, 6,  908.6, 7,   8.5,24,   7.2,24,  13.0, 999.9,   90.3 ,  63.3 ,99.99 ,999.9, 010000,
787620,99999, 20070328,   74.6,24,   61.6,24, 1010.0, 8,  908.9, 7,   8.7,24,   6.0,24,  11.1, 999.9,   90.3 ,  63.3 , 0.00I,999.9, 000000,
787620,99999, 20070329,   75.5,24,   60.5,23, 1009.3, 7,  908.6, 7,   8.4,24,   8.1,24,  16.9,  30.9,   87.8*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070330,   75.1,24,   60.4,24, 1008.6, 6,  907.8, 6,   7.3,24,   7.9,22,  16.9, 999.9,   89.4 ,  65.5 , 0.00I,999.9, 000000,
787620,99999, 20070331,   74.5,23,   57.2,23, 1008.1, 4,  907.3, 4,   7.7,23,   8.2,23,  13.0,  23.9,   87.8*,  62.6*, 0.00I,999.9, 000000,
787620,99999, 20070401,   76.2,24,   62.2,24, 1007.9, 6,  907.6, 7,   8.0,24,   8.0,24,  12.0, 999.9,   90.5 ,  62.8 , 0.00I,999.9, 000000,
787620,99999, 20070402,   76.8,23,   61.6,23, 1008.5, 7,  908.2, 7,   8.4,23,  11.5,23,  15.9, 999.9,   91.4*,  68.0*,99.99 ,999.9, 010000,
787620,99999, 20070403,   75.2,22,   64.1,22, 1010.2, 7,  909.4, 8,   8.7,22,   7.8,22,  14.0,  25.1,   90.9 ,  67.8 , 0.72G,999.9, 000000,
787620,99999, 20070404,   74.9,24,   64.9,24, 1009.2, 5,  908.7, 5,   7.6,24,   9.2,24,  15.9, 999.9,   86.5*,  69.8*, 0.02G,999.9, 110010,
787620,99999, 20070405,   73.4,21,   65.8,21, 1009.1, 5,  908.0, 5,   8.0,21,   5.3,21,   9.9, 999.9,   87.3 ,  66.6 , 0.10G,999.9, 010000,
787620,99999, 20070406,   73.5,24,   63.7,24, 1009.1, 8,  908.3, 8,   8.3,24,   4.7,24,   9.9, 999.9,   85.1 ,  64.8 , 0.00G,999.9, 010000,
787620,99999, 20070407,   73.4,24,   61.8,24, 1010.6, 7,  909.6, 7,   8.2,24,   9.5,24,  15.9, 999.9,   85.1 ,  64.8 , 0.00G,999.9, 000000,
787620,99999, 20070408,   73.8,23,   62.2,23, 1012.4, 7,  911.2, 7,   8.3,23,   9.2,23,  14.0, 999.9,   85.1 ,  67.6 ,99.99 ,999.9, 010000,
787620,99999, 20070409,   73.2,21,   64.3,21, 9999.9, 0, 9999.9, 0,   6.7,21,   6.3,21,  12.0,  22.0,   85.5 ,  65.8 , 0.03A,999.9, 010010,
787620,99999, 20070410,   72.0,24,   65.7,24, 1011.3, 6,  909.8, 6,   7.5,24,   4.1,24,   9.9, 999.9,   85.5 ,  63.3 , 0.08A,999.9, 110000,
787620,99999, 20070411,   73.2,24,   67.4,24, 1010.5, 7,  909.6, 7,   8.0,24,   4.2,24,  12.0, 999.9,   83.3 ,  63.3 , 0.09G,999.9, 010000,
787620,99999, 20070412,   73.1,24,   68.6,24, 1010.7, 7,  909.8, 7,   6.4,23,   5.0,24,  14.0, 999.9,   88.0 ,  65.8 , 0.11G,999.9, 110010,
787620,99999, 20070413,   74.8,23,   67.3,23, 1010.5, 6,  909.7, 6,   6.9,23,   5.7,23,  12.0, 999.9,   88.0 ,  66.7 , 0.35G,999.9, 100000,
787620,99999, 20070414,   74.3,23,   66.1,23, 1009.8, 7,  909.2, 7,   7.9,23,   5.5,23,  13.0, 999.9,   87.6 ,  66.7 , 0.00G,999.9, 010000,
787620,99999, 20070415,   74.2,22,   64.4,22, 1011.2, 4,  909.8, 4,   7.5,22,   5.7,22,  11.1, 999.9,   86.4 ,  63.7 , 0.00I,999.9, 000000,
787620,99999, 20070416,   75.7,24,   60.5,24, 1011.5, 7,  910.6, 7,   8.5,24,  10.4,24,  20.0,  23.9,   86.4 ,  63.7 , 0.00I,999.9, 000000,
787620,99999, 20070417,   75.6,24,   56.8,24, 1010.9, 6,  909.7, 6,   8.2,21,  12.8,24,  20.0, 999.9,   87.8*,  66.2*, 0.00I,999.9, 000000,
787620,99999, 20070418,   74.3,24,   59.1,24, 1008.9, 6,  907.7, 6,   8.2,24,   8.0,24,  13.0,  22.0,   88.2 ,  60.3 , 0.00I,999.9, 000000,
787620,99999, 20070419,   73.9,24,   63.2,24, 1009.0, 8,  908.3, 8,   7.3,24,   5.7,24,  14.0, 999.9,   88.2 ,  60.3 ,99.99 ,999.9, 110000,
787620,99999, 20070420,   76.4,17,   63.6,17, 9999.9, 0, 9999.9, 0,   7.0,17,   6.8,17,  13.0, 999.9,   89.8 ,  61.0 , 0.00I,999.9, 100000,
787620,99999, 20070421,   74.9,24,   61.0,24, 1010.5, 6,  910.0, 6,   7.3,24,   5.7,24,  13.0, 999.9,   89.8 ,  61.0 ,99.99 ,999.9, 010010,
787620,99999, 20070422,   75.0,22,   63.2,22, 1011.2, 5,  909.8, 5,   8.0,21,   6.4,22,  12.0,  22.0,   89.8 ,  61.5 , 0.34G,999.9, 000000,
787620,99999, 20070423,   76.0,24,   59.3,24, 1011.1, 7,  910.0, 8,   8.5,24,   8.5,24,  16.9,  32.1,   87.8*,  68.0*, 0.00G,999.9, 000000,
787620,99999, 20070424,   75.6,24,   61.9,24, 1010.6, 8,  909.9, 8,   8.4,24,   8.8,24,  13.0, 999.9,   88.7 ,  67.1 , 0.00I,999.9, 000000,
787620,99999, 20070425,   73.0,24,   63.5,24, 1010.5, 4,  909.4, 4,   7.2,24,   6.4,24,  13.0, 999.9,   89.6 ,  64.8 ,99.99 ,999.9, 110010,
787620,99999, 20070426,   72.0,23,   65.2,23, 1010.4, 7,  909.4, 7,   7.8,23,   6.0,23,  13.0, 999.9,   86.0 ,  64.8 , 0.34G,999.9, 110010,
787620,99999, 20070427,   72.7,24,   64.3,24, 1010.3, 6,  909.1, 6,   8.1,24,   6.5,24,  11.1, 999.9,   82.6 ,  66.4 , 0.00G,999.9, 010000,
787620,99999, 20070428,   74.1,24,   63.3,24, 1010.9, 7,  909.8, 7,   8.2,24,   7.8,24,  14.0,  23.9,   82.6 ,  66.4 ,99.99 ,999.9, 010000,
787620,99999, 20070429,   75.4,23,   59.5,23, 1011.1, 6,  909.9, 6,   7.8,23,  10.3,23,  16.9,  22.0,   86.0 ,  65.5 , 0.05G,999.9, 010000,
787620,99999, 20070430,   74.2,22,   63.4,22, 1010.0, 5,  909.2, 5,   7.4,22,   5.5,22,  11.1, 999.9,   86.9 ,  65.5 , 0.00G,999.9, 000000,
787620,99999, 20070501,   74.4,24,   63.1,24, 1008.7, 8,  908.1, 8,   8.2,24,   6.2,24,  11.1, 999.9,   86.9 ,  65.5 ,99.99 ,999.9, 110010,
787620,99999, 20070502,   72.6,23,   64.9,23, 1009.8, 5,  909.1, 5,   7.5,23,   5.5,23,  13.0, 999.9,   88.9 ,  65.5 ,99.99 ,999.9, 110000,
787620,99999, 20070503,   71.9,23,   66.1,23, 1010.3, 7,  909.0, 8,   7.3,23,   4.6,23,  11.1, 999.9,   87.4 ,  63.7 , 0.12G,999.9, 010000,
787620,99999, 20070504,   71.4,24,   66.7,24, 1010.2, 7,  908.8, 7,   6.9,24,   4.3,24,  11.1, 999.9,   83.1 ,  63.7 , 0.16G,999.9, 110010,
787620,99999, 20070505,   72.8,23,   66.2,23, 1009.4, 5,  908.1, 5,   7.3,22,   4.9,23,  11.1, 999.9,   84.2*,  67.5*, 0.00G,999.9, 110010,
787620,99999, 20070506,   73.8,23,   66.7,23, 1008.5, 6,  907.9, 6,   8.1,23,   5.1,23,   9.9, 999.9,   84.7 ,  65.3 , 0.31G,999.9, 010000,
787620,99999, 20070507,   72.8,23,   68.3,23, 1008.8, 6,  908.1, 6,   6.5,23,   4.3,23,  12.0, 999.9,   83.7 ,  67.1 , 0.00G,999.9, 110010,
787620,99999, 20070508,   73.7,24,   64.7,24, 1008.7, 8,  907.7, 8,   8.0,24,   5.5,24,  12.0, 999.9,   86.0*,  67.1*, 0.35G,999.9, 010000,
787620,99999, 20070509,   73.7,22,   66.9,22, 1009.3, 5,  908.7, 5,   6.8,22,   5.0,22,  12.0, 999.9,   86.4 ,  65.7 , 0.02G,999.9, 110000,
787620,99999, 20070510,   73.4,23,   67.4,23, 1010.1, 5,  908.9, 5,   6.9,23,   5.6,23,  11.1, 999.9,   83.1 ,  64.4 , 0.00G,999.9, 110010,
787620,99999, 20070511,   73.6,24,   67.9,24, 1009.5, 7,  908.7, 7,   7.5,24,   5.1,24,   8.9, 999.9,   83.3 ,  65.1 , 0.29G,999.9, 110010,
787620,99999, 20070512,   74.5,24,   66.9,24, 1009.7, 8,  909.0, 8,   7.9,24,   5.8,24,  11.1, 999.9,   86.2 ,  65.1 , 0.22G,999.9, 110010,
787620,99999, 20070513,   73.5,24,   69.1,24, 1011.8, 4,  910.4, 5,   6.9,24,   4.6,23,   8.0, 999.9,   86.2 ,  67.6 , 0.67G,999.9, 110110,
787620,99999, 20070514,   73.3,24,   68.6,24, 1010.6, 6,  909.6, 6,   7.5,24,   5.3,24,  14.0, 999.9,   87.1 ,  67.3 , 0.16G,999.9, 110000,
787620,99999, 20070515,   74.8,23,   67.5,23, 1010.1, 4,  909.1, 4,   7.1,23,   6.6,23,  12.0, 999.9,   86.4 ,  67.3 , 0.04A,999.9, 110010,
787620,99999, 20070516,   73.5,24,   67.5,24, 1009.1, 5,  908.3, 5,   6.4,24,   5.7,24,   8.9, 999.9,   86.4 ,  65.3 , 0.67A,999.9, 010010,
787620,99999, 20070517,   72.7,24,   67.9,24, 1009.0, 6,  908.4, 6,   7.7,24,   4.8,24,  11.1, 999.9,   86.4 ,  65.3 , 0.45G,999.9, 110010,
787620,99999, 20070518,   72.4,23,   67.2,23, 9999.9, 0, 9999.9, 0,   5.8,23,   6.3,23,  13.0,  22.0,   82.2 ,  66.9 , 0.00G,999.9, 110000,
787620,99999, 20070519,   71.0,24,   66.7,24, 1010.8, 6,  909.6, 6,   6.6,24,   3.6,24,   9.9, 999.9,   86.0 ,  65.1 , 0.40G,999.9, 110010,
787620,99999, 20070520,   72.5,23,   66.8,23, 9999.9, 0, 9999.9, 0,   7.2,23,   5.0,23,  11.1, 999.9,   84.2*,  68.0*, 0.00G,999.9, 010000,
787620,99999, 20070521,   70.3,24,   67.0,24, 1010.8, 4,  909.6, 4,   6.8,24,   3.6,24,   9.9, 999.9,   80.6*,  68.0*, 0.02A,999.9, 110000,
787620,99999, 20070522,   70.9,24,   66.8,24, 1011.1, 5,  909.3, 5,   6.5,24,   4.5,24,   9.9, 999.9,   81.3 ,  66.0 , 1.17G,999.9, 110000,
787620,99999, 20070523,   70.7,24,   67.2,24, 9999.9, 0, 9999.9, 0,   6.1,24,   2.7,24,   8.0, 999.9,   82.4*,  64.4*, 0.00G,999.9, 110010,
787620,99999, 20070524,   70.8,24,   68.2,24, 9999.9, 0, 9999.9, 0,   5.7,24,   3.5,24,  11.1, 999.9,   83.8 ,  64.6 , 0.29G,999.9, 110010,
787620,99999, 20070525,   70.2,24,   67.5,24, 1011.9, 4,  910.0, 4,   3.3,24,   4.4,24,   9.9, 999.9,   77.0*,  66.2*, 1.00G,999.9, 110000,
787620,99999, 20070526,   70.8,23,   67.4,23, 9999.9, 0, 9999.9, 0,   5.0,23,   4.6,22,  11.1, 999.9,   77.0*,  64.4*, 0.00G,999.9, 110000,
787620,99999, 20070527,   70.2,24,   67.9,24, 1011.7, 5,  910.2, 5,   3.1,24,   4.8,24,   8.9, 999.9,   79.5 ,  65.1 , 0.01G,999.9, 110000,
