STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,1/27/90,2.36,",,S",73,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,1/28/90,0.39,",,S",75,"H,,S",81,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,1/29/90,0.42,",,S",77,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,1/30/90,0,",,S",75,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,1/31/90,0.74,",,S",76,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/1/90,0.06,",,S",78,"H,,S",86,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/2/90,,,78,"H,,S",86,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/3/90,0,",,S",78,"H,,S",,,68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/4/90,0,",,S",78,"H,,S",,,68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/5/90,0,",,S",75,"H,,S",86,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/6/90,0,",,S",77,"H,,S",85,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/7/90,,,76,"H,,S",,,64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/8/90,,,80,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/9/90,0,",,S",75,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/10/90,0,",,S",75,"H,,S",86,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/11/90,0,",,S",76,"H,,S",86,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/12/90,0.06,",,S",73,"H,,S",82,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/13/90,1,",,S",75,"H,,S",81,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/14/90,0,",,S",76,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/15/90,0,",,S",77,"H,,S",87,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/16/90,0,",,S",76,"H,,S",87,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/17/90,0,",,S",76,"H,,S",87,",,S",63,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/18/90,0,",,S",78,"H,,S",,,63,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/19/90,0,",,S",76,"H,,S",87,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/20/90,0,",,S",77,"H,,S",85,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/21/90,0,",,S",78,"H,,S",,,68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/22/90,0,",,S",77,"H,,S",86,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/23/90,0,",,S",78,"H,,S",95,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/24/90,0,",,S",70,"H,,S",85,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/25/90,1.85,",,S",65,"H,,S",68,",O,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/26/90,3,",,S",66,"H,,S",,,63,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/27/90,3.82,",,S",70,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,2/28/90,0.93,",,S",72,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/1/90,0,",,S",72,"H,,S",79,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/2/90,0,",,S",75,"H,,S",83,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/3/90,0,",,S",76,"H,,S",83,",,S",64,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/4/90,0,",,S",74,"H,,S",83,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/5/90,,,77,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/6/90,,,79,"H,,S",87,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/7/90,0,",,S",77,"H,,S",87,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/8/90,,,78,"H,,S",87,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/9/90,0,",,S",80,"H,,S",86,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/10/90,0.01,",,S",77,"H,,S",86,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/11/90,0,",,S",78,"H,,S",,,68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/12/90,0,",,S",80,"H,,S",87,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/13/90,0.01,",,S",79,"H,,S",87,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/14/90,0.01,",,S",77,"H,,S",86,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/15/90,0,",,S",78,"H,,S",,,69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/16/90,0,",,S",82,"H,,S",90,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/17/90,0,",,S",80,"H,,S",89,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/18/90,0,",,S",73,"H,,S",87,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/19/90,0.2,",,S",74,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/20/90,0,",,S",76,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/21/90,0,",,S",70,"H,,S",83,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/22/90,,,69,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/23/90,0.55,",,S",70,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/24/90,0.16,",,S",72,"H,,S",81,",,S",63,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/25/90,0,",,S",75,"H,,S",82,",,S",63,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/26/90,0.2,",,S",74,"H,,S",82,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/27/90,1.1,",,S",72,"H,,S",82,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/28/90,1.17,",,S",76,"H,,S",82,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/29/90,0.07,",,S",77,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/30/90,0,",,S",78,"H,,S",,,66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,3/31/90,0,",,S",80,"H,,S",88,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/1/90,0,",,S",79,"H,,S",88,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/2/90,0,",,S",79,"H,,S",87,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/3/90,0,",,S",79,"H,,S",87,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/4/90,0,",,S",77,"H,,S",87,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/5/90,0,",,S",78,"H,,S",87,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/6/90,0,",,S",81,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/7/90,0,",,S",77,"H,,S",87,",,S",70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/8/90,0.01,",,S",80,"H,,S",,,68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/9/90,0,",,S",78,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/10/90,0,",,S",79,"H,,S",89,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/11/90,,,79,"H,,S",,,69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/12/90,0,",,S",79,"H,,S",87,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/13/90,0,",,S",82,"H,,S",,,69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/14/90,0,",,S",82,"H,,S",88,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/15/90,0,",,S",79,"H,,S",87,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/16/90,0.13,",,S",80,"H,,S",86,",,S",67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/17/90,0,",,S",80,"H,,S",,,67,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/18/90,0,",,S",80,"H,,S",88,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/19/90,0.02,",,S",79,"H,,S",88,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/20/90,0.02,",,S",78,"H,,S",88,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/21/90,0,",,S",80,"H,,S",86,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/22/90,,,78,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/23/90,0,",,S",78,"H,,S",,,65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/24/90,0,",,S",76,"H,,S",87,",,S",65,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/25/90,0,",,S",79,"H,,S",86,",,S",66,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/26/90,0,",,S",80,"H,,S",,,69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/27/90,0,",,S",81,"H,,S",,,71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/28/90,0,",,S",79,"H,,S",90,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/29/90,0.79,",,S",80,"H,,S",90,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,4/30/90,0,",,S",83,"H,,S",90,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/1/90,0,",,S",82,"H,,S",90,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/2/90,0,",,S",80,"H,,S",90,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/3/90,0,",,S",80,"H,,S",89,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/4/90,0,",,S",81,"H,,S",89,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/5/90,0,",,S",81,"H,,S",88,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/6/90,0,",,S",78,"H,,S",87,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/7/90,,,79,"H,,S",88,",,S",68,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/8/90,0,",,S",82,"H,,S",89,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/9/90,,,82,"H,,S",90,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/10/90,0,",,S",83,"H,,S",90,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/11/90,,,80,"H,,S",,,73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/12/90,0,",,S",83,"H,,S",,,73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/13/90,,,84,"H,,S",92,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/14/90,,,82,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/15/90,,,82,"H,,S",92,",,S",70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/16/90,0,",,S",85,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/17/90,0,",,S",81,"H,,S",,,72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/18/90,0,",,S",79,"H,,S",91,",,S",70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/19/90,0.08,",,S",80,"H,,S",,,69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/20/90,0,",,S",87,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/21/90,0,",,S",85,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/22/90,0,",,S",80,"H,,S",93,",,S",75,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/23/90,1.73,",,S",80,"H,,S",88,",,S",75,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/24/90,0.28,",,S",79,"H,,S",88,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/25/90,0.14,",,S",79,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/27/90,0,",,S",77,"H,,S",90,",,S",75,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/29/90,0.04,",,S",82,"H,,S",92,",,S",75,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/30/90,0.01,",,S",88,"H,,S",,,75,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,5/31/90,0,",,S",85,"H,,S",92,",,S",76,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/1/90,,,82,"H,,S",92,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/2/90,0,",,S",85,"H,,S",91,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/3/90,,,81,"H,,S",90,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/4/90,0.16,",,S",81,"H,,S",90,",,S",70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/5/90,0,",,S",79,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/6/90,,,78,"H,,S",90,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/7/90,,,80,"H,,S",89,",,S",69,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/8/90,0.09,",,S",80,"H,,S",91,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/9/90,0,",,S",81,"H,,S",,,72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/10/90,0.08,",,S",81,"H,,S",90,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/11/90,0.16,",,S",78,"H,,S",89,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/12/90,0,",,S",78,"H,,S",,,71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/13/90,0,",,S",82,"H,,S",90,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/14/90,,,86,"H,,S",91,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/15/90,0,",,S",82,"H,,S",90,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/16/90,,,84,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/17/90,0,",,S",87,"H,,S",,,73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/18/90,0,",,S",85,"H,,S",92,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/19/90,0.41,",,S",81,"H,,S",88,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/20/90,0,",,S",80,"H,,S",,,72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/21/90,0.01,",,S",80,"H,,S",,,72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/22/90,0.15,",,S",84,"H,,S",92,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/23/90,0,",,S",86,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/24/90,0,",,S",82,"H,,S",92,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/25/90,0,",,S",84,"H,,S",,,72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/26/90,0.04,",,S",80,"H,,S",91,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/27/90,1,",,S",80,"H,,S",89,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/28/90,0.63,",,S",77,"H,,S",87,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/29/90,0.63,",,S",78,"H,,S",89,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,6/30/90,0,",,S",81,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/1/90,0,",,S",82,"H,,S",90,",,S",73,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/2/90,0.14,",,S",85,"H,,S",,,71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/3/90,0,",,S",82,"H,,S",89,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/4/90,0,",,S",80,"H,,S",88,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/5/90,0.2,",,S",80,"H,,S",,,71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/6/90,0.32,",,S",81,"H,,S",,,71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/7/90,0,",,S",81,"H,,S",90,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/8/90,,,81,"H,,S",89,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/9/90,0.55,",,S",78,"H,,S",88,",,S",71,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/10/90,0,",,S",81,"H,,S",,,,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/11/90,0,",,S",80,"H,,S",,,70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/12/90,,,82,"H,,S",90,",,S",70,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/13/90,0,",,S",80,"H,,S",89,",,S",72,",,S"
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/14/90,0.48,",,S",79,"H,,S",90,",,S",,
HOM00078705,"GOLOSON INTERNATIONAL, HO",15.742,-86.853,14.9,7/15/90,0.11,",,S",76,"H,,S",87,",,S",,
